Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,YearRemodAdd,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,MiscFeature,MoSold,YrSold,SalePrice
640,53,3982,TwnhsE,8,2006,2006,PConc,1520,GasA,Ex,Y,1567,0,1567,2,0,1,1,Ex,7,1,Gd,2006,3,648,TA,NA,10,2006,264561
641,62,12677,TwnhsE,8,2003,2004,PConc,1518,GasA,Ex,Y,1518,0,1518,1,1,1,1,Ex,6,1,Gd,2003,2,588,TA,NA,4,2008,274000
642,NA,7050,1Fam,7,2001,2001,PConc,1057,GasA,Ex,Y,1057,872,1929,2,1,3,1,Gd,7,1,TA,2001,2,650,TA,NA,5,2007,226000
643,75,13860,1Fam,8,1972,1995,CBlock,1952,GasA,Gd,Y,2000,704,2704,2,1,4,1,Ex,9,3,TA,1972,2,538,TA,NA,7,2009,345000
644,80,10793,1Fam,5,1969,1969,CBlock,780,GasA,Ex,Y,780,840,1620,2,1,4,1,TA,7,0,NA,1969,2,462,TA,NA,4,2007,152000
645,85,9187,1Fam,9,2009,2009,PConc,1766,GasA,Ex,Y,1766,0,1766,2,1,2,1,Ex,7,1,Gd,2009,3,478,TA,NA,10,2009,370878
646,NA,10530,1Fam,6,1971,1971,CBlock,981,GasA,TA,Y,981,0,981,1,1,3,1,TA,5,0,NA,1979,2,576,TA,NA,3,2007,143250
647,60,7200,1Fam,5,1950,1950,CBlock,0,GasA,Gd,Y,1048,0,1048,1,0,3,1,TA,7,0,NA,1950,2,420,TA,NA,7,2008,98300
648,85,10452,1Fam,6,1953,1953,CBlock,1094,GasA,Ex,Y,1094,0,1094,1,0,3,1,TA,5,2,Gd,1953,2,495,TA,NA,6,2008,155000
649,70,7700,1Fam,6,1966,1966,CBlock,756,GasA,TA,Y,1051,788,1839,1,1,4,1,TA,7,1,TA,1966,2,442,TA,NA,6,2010,155000
650,21,1936,Twnhs,4,1970,1970,CBlock,630,GasA,Gd,Y,630,0,630,1,0,1,1,TA,3,0,NA,NA,0,0,NA,NA,12,2007,84500
651,65,8125,1Fam,7,2007,2007,PConc,813,GasA,Ex,Y,822,843,1665,2,1,3,1,Gd,7,0,NA,2007,2,562,TA,NA,5,2008,205950
652,60,9084,1Fam,4,1940,1950,CBlock,755,GasA,TA,Y,755,755,1510,1,0,4,1,TA,7,1,Gd,1940,1,296,Fa,NA,10,2009,108000
653,70,8750,1Fam,7,1996,1996,PConc,880,GasA,Ex,Y,909,807,1716,2,1,2,1,Gd,7,1,TA,1996,2,512,TA,NA,7,2009,191000
654,60,10320,1Fam,6,1906,1995,CBlock,756,GasA,Ex,Y,756,713,1469,1,0,3,1,TA,7,0,NA,1906,1,216,TA,NA,6,2008,135000
655,91,10437,1Fam,8,1995,1995,PConc,2109,GasA,Ex,Y,2113,0,2113,2,1,2,1,Gd,7,1,TA,1995,3,839,TA,NA,8,2008,350000
656,21,1680,Twnhs,6,1971,1971,CBlock,525,GasA,TA,Y,525,567,1092,1,1,3,1,TA,6,0,NA,1971,1,264,TA,NA,3,2010,88000
657,72,10007,1Fam,5,1959,2006,CBlock,1053,GasA,Ex,Y,1053,0,1053,1,1,3,1,Gd,5,0,NA,1959,1,312,TA,NA,8,2008,145500
658,60,7200,1Fam,7,1931,2000,BrkTil,776,GasA,TA,Y,851,651,1502,1,1,3,1,TA,6,1,Gd,1931,1,270,TA,NA,2,2008,149000
659,78,17503,1Fam,6,1948,1950,CBlock,912,GasA,TA,Y,912,546,1458,1,0,3,1,TA,6,1,Gd,1948,1,330,TA,NA,1,2010,97500
660,75,9937,1Fam,5,1964,1999,PConc,1486,GasA,Ex,Y,1486,0,1486,1,0,3,1,TA,7,0,NA,1968,2,480,TA,NA,3,2009,167000
661,NA,12384,1Fam,7,1976,1976,CBlock,793,GasA,TA,Y,1142,793,1935,2,1,3,1,TA,7,1,TA,1976,2,550,TA,NA,11,2007,197900
662,52,46589,1Fam,8,1994,2005,PConc,1629,GasA,Ex,Y,1686,762,2448,2,1,4,1,Gd,8,1,TA,1994,3,711,TA,NA,7,2009,402000
663,120,13560,1Fam,6,1968,1968,CBlock,1392,GasA,Gd,Y,1392,0,1392,1,0,2,1,TA,5,2,TA,1968,2,576,TA,NA,7,2009,110000
664,90,10012,1Fam,4,1972,1972,CBlock,1138,GasA,TA,Y,1181,0,1181,2,0,3,1,TA,6,0,NA,1974,2,588,TA,NA,4,2008,137500
665,49,20896,1Fam,8,2005,2006,PConc,2077,GasA,Ex,Y,2097,0,2097,1,1,1,1,Ex,8,1,Ex,2005,3,1134,TA,NA,1,2006,423000
666,106,11194,1Fam,8,2000,2000,PConc,1406,GasA,Ex,Y,1454,482,1936,2,1,3,1,Gd,7,1,TA,2000,2,504,TA,NA,11,2006,230500
667,NA,18450,1Fam,6,1965,1979,CBlock,1021,GasA,TA,Y,1465,915,2380,2,1,3,1,TA,7,1,Po,1965,2,596,TA,NA,8,2007,129000
668,65,8125,1Fam,6,1994,1998,PConc,1408,GasA,Ex,Y,1679,0,1679,2,0,3,1,Gd,7,1,Fa,1994,2,575,TA,NA,10,2008,193500
669,NA,14175,1Fam,5,1956,1987,CBlock,1188,GasA,Gd,Y,1437,0,1437,1,1,3,1,TA,6,1,TA,1999,2,576,TA,NA,11,2006,168000
670,80,11600,1Fam,4,1922,1950,BrkTil,700,GasA,Ex,Y,1180,0,1180,1,0,2,1,Fa,5,1,Gd,1922,1,252,TA,NA,7,2006,137500
671,64,8633,1Fam,6,2005,2005,PConc,738,GasA,Ex,Y,738,738,1476,2,1,3,1,Gd,7,0,NA,2005,2,540,TA,NA,2,2009,173500
672,54,6629,1Fam,6,1925,1950,BrkTil,672,GasA,TA,N,697,672,1369,2,0,3,1,TA,6,0,NA,1930,1,300,TA,NA,7,2009,103600
673,NA,11250,1Fam,6,1977,1977,CBlock,1208,GasA,TA,Y,1208,0,1208,1,1,3,1,TA,6,1,TA,1977,2,546,TA,NA,6,2006,165000
674,110,14442,1Fam,6,1957,2004,PConc,1477,GasA,Ex,Y,1839,0,1839,2,0,3,1,Gd,7,2,TA,1957,2,416,TA,NA,6,2007,257500
675,80,9200,1Fam,6,1965,1965,CBlock,1136,GasA,TA,Y,1136,0,1136,1,0,3,1,TA,5,1,Gd,1965,1,384,TA,NA,7,2008,140000
676,24,2289,Twnhs,6,1978,1978,CBlock,855,GasA,TA,Y,855,586,1441,2,1,3,1,TA,7,1,TA,1978,2,440,TA,NA,4,2009,148500
677,60,9600,1Fam,4,1900,1950,BrkTil,1095,GasW,Fa,N,1095,679,1774,2,0,4,2,TA,8,0,NA,1920,3,779,Fa,NA,5,2006,87000
678,52,9022,1Fam,5,1924,2006,BrkTil,768,GasA,Ex,Y,792,0,792,1,0,2,1,Gd,5,0,NA,1924,1,240,Fa,NA,5,2009,109500
679,80,11844,1Fam,8,2008,2008,PConc,2046,GasA,Ex,Y,2046,0,2046,2,1,3,1,Gd,7,1,Gd,2008,3,834,TA,NA,7,2009,372500
680,NA,9945,1Fam,5,1961,1961,CBlock,988,GasA,TA,Y,988,0,988,1,0,3,1,TA,5,0,NA,1963,2,572,TA,NA,10,2007,128500
681,50,8012,TwnhsE,6,1980,1980,CBlock,923,GasA,TA,Y,923,0,923,2,0,2,1,TA,5,1,TA,1980,1,264,TA,NA,5,2010,143000
682,55,4500,1Fam,5,1932,2000,BrkTil,793,GasA,Ex,Y,848,672,1520,1,0,3,1,TA,6,0,NA,1968,1,281,TA,NA,7,2009,159434
683,NA,2887,1Fam,6,1996,1997,PConc,1291,GasA,Ex,Y,1291,0,1291,1,0,2,1,Gd,6,1,Gd,1996,2,431,TA,NA,11,2008,173000
684,90,11248,1Fam,9,2002,2002,PConc,1626,GasA,Ex,Y,1668,0,1668,2,0,3,1,Gd,7,1,TA,2002,3,702,TA,NA,7,2007,285000
685,58,16770,1Fam,7,1998,1998,PConc,1195,GasA,Gd,Y,1195,644,1839,2,1,4,1,TA,7,0,NA,1998,2,486,TA,NA,6,2010,221000
686,NA,5062,TwnhsE,7,1984,1984,CBlock,1190,GasA,Gd,Y,1190,900,2090,2,0,3,1,Gd,6,1,TA,1984,2,577,TA,NA,9,2007,207500
687,84,10207,1Fam,7,2007,2007,PConc,874,GasA,Ex,Y,874,887,1761,3,0,3,1,Gd,7,0,NA,2007,2,578,TA,NA,8,2007,227875
688,NA,5105,TwnhsE,7,2004,2004,PConc,551,GasA,Ex,Y,551,551,1102,2,1,2,1,Gd,4,0,NA,2004,2,480,TA,NA,3,2007,148800
689,60,8089,1Fam,8,2007,2007,PConc,1419,GasA,Ex,Y,1419,0,1419,2,0,2,1,Gd,7,1,Gd,2007,2,567,TA,NA,10,2007,392000
690,61,7577,TwnhsE,6,2005,2006,PConc,1362,GasA,Ex,Y,1362,0,1362,2,0,2,1,Gd,6,1,Gd,2005,2,460,TA,NA,6,2007,194700
691,NA,4426,TwnhsE,6,2004,2004,PConc,848,GasA,Ex,Y,848,0,848,1,0,1,1,Gd,3,1,TA,2004,2,420,TA,NA,5,2008,141000
692,104,21535,1Fam,10,1994,1995,PConc,2444,GasA,Ex,Y,2444,1872,4316,3,1,4,1,Ex,10,2,Ex,1994,3,832,TA,NA,1,2007,755000
693,42,26178,1Fam,7,1989,1990,PConc,1210,GasA,Ex,Y,1238,1281,2519,2,1,4,1,Gd,9,2,Gd,1989,2,628,TA,NA,4,2006,335000
694,60,5400,1Fam,5,1921,1968,BrkTil,1073,GasA,Ex,Y,1073,0,1073,1,0,2,1,TA,4,0,NA,1968,1,326,TA,NA,12,2006,108480
695,51,6120,1Fam,5,1936,1950,BrkTil,927,GasA,TA,Y,1067,472,1539,1,1,3,1,TA,5,0,NA,1995,2,576,TA,NA,4,2009,141500
696,54,13811,1Fam,6,1987,1987,CBlock,1112,GasA,Gd,Y,1137,0,1137,2,0,2,1,Gd,5,1,TA,1987,2,551,TA,NA,7,2006,176000
697,50,6000,1Fam,5,1921,1950,CBlock,616,GasA,Gd,Y,616,0,616,1,0,2,1,TA,4,0,NA,1921,1,205,TA,NA,6,2006,89000
698,57,6420,1Fam,5,1952,1952,PConc,980,GasA,Fa,Y,1148,0,1148,1,0,2,1,TA,6,0,NA,1952,1,308,TA,NA,9,2006,123500
699,65,8450,1Fam,5,1965,2009,CBlock,894,GasA,Ex,Y,894,0,894,1,0,3,1,TA,5,1,Gd,1973,1,336,TA,NA,4,2010,138500
700,59,4282,TwnhsE,7,2004,2004,PConc,1391,GasA,Ex,Y,1391,0,1391,2,0,2,1,Gd,5,0,NA,2004,2,530,TA,NA,7,2008,196000
701,85,14331,1Fam,8,2002,2002,PConc,1800,GasA,Ex,Y,1800,0,1800,2,0,3,1,Gd,7,1,Gd,2002,3,765,TA,NA,5,2006,312500
702,80,9600,1Fam,7,1969,1969,CBlock,1164,GasA,TA,Y,1164,0,1164,1,1,3,1,TA,6,0,NA,1969,2,528,TA,NA,7,2006,140000
703,82,12438,1Fam,8,2006,2006,PConc,1234,GasA,Ex,Y,1264,1312,2576,2,1,4,1,Ex,10,1,Gd,2006,3,666,TA,NA,7,2006,361919
704,76,7630,2fmCon,5,1900,1996,BrkTil,360,GasA,Gd,Y,1032,780,1812,2,0,4,2,Gd,8,1,Po,1999,2,672,TA,NA,5,2010,140000
705,70,8400,1Fam,7,2004,2005,PConc,1473,GasA,Ex,Y,1484,0,1484,2,0,3,1,Gd,7,0,NA,2004,2,606,TA,NA,5,2010,213000
706,70,5600,2fmCon,4,1930,1950,Slab,0,GasA,Fa,N,372,720,1092,2,0,3,2,Fa,7,0,NA,NA,0,0,NA,Othr,7,2010,55000
707,NA,115149,1Fam,7,1971,2002,CBlock,1643,GasA,TA,Y,1824,0,1824,2,0,2,1,Gd,5,2,TA,1971,2,739,TA,NA,6,2007,302000
708,48,6240,TwnhsE,8,2006,2006,PConc,1324,GasA,Ex,Y,1324,0,1324,2,0,2,1,Gd,6,1,Gd,2006,2,550,TA,NA,12,2009,254000
709,65,9018,1Fam,7,2007,2007,PConc,728,GasA,Ex,Y,728,728,1456,2,1,3,1,Gd,8,1,Gd,2007,2,400,TA,NA,7,2007,179540
710,NA,7162,1Fam,5,1966,1966,PConc,876,GasA,TA,Y,904,0,904,1,0,3,1,TA,6,0,NA,1966,1,408,TA,NA,12,2008,109900
711,56,4130,1Fam,3,1935,2003,CBlock,270,GasA,Gd,Y,729,0,729,1,0,2,1,TA,5,0,NA,NA,0,0,NA,NA,7,2008,52000
712,66,8712,1Fam,4,1900,1950,Stone,859,GasA,Gd,Y,859,319,1178,1,0,2,1,TA,7,0,NA,1964,1,384,TA,NA,1,2010,102776
713,40,4671,TwnhsE,8,1988,1989,PConc,1228,GasA,Gd,Y,1228,0,1228,2,0,2,1,Gd,5,1,Gd,1988,2,472,TA,NA,10,2008,189000
714,60,9873,2fmCon,4,1970,1970,CBlock,960,GasW,TA,N,960,0,960,1,0,3,1,TA,6,0,NA,1970,2,576,TA,NA,5,2006,129000
715,NA,13517,1Fam,6,1976,2005,CBlock,725,GasA,Ex,Y,725,754,1479,2,1,3,1,Gd,6,0,NA,1976,2,475,TA,NA,3,2010,130500
716,78,10140,1Fam,6,1974,1974,CBlock,1064,GasA,TA,Y,1350,0,1350,2,0,3,1,TA,7,1,TA,1974,2,478,TA,NA,8,2009,165000
717,60,10800,1Fam,7,1890,1998,BrkTil,718,GasA,Ex,Y,1576,978,2554,1,1,3,1,TA,8,0,NA,1996,2,704,TA,NA,7,2007,159500
718,80,10000,1Fam,5,1973,2000,CBlock,1176,GasA,Gd,Y,1178,0,1178,1,1,3,1,Gd,5,1,Fa,1973,2,439,TA,NA,11,2008,157000
719,96,10542,1Fam,7,1993,1994,PConc,1311,GasA,Ex,Y,1325,1093,2418,2,1,3,1,Gd,9,1,TA,1993,3,983,TA,NA,8,2008,341000
720,69,9920,1Fam,5,1969,1969,CBlock,971,GasA,TA,Y,971,0,971,1,1,3,1,TA,5,1,Po,1969,1,300,TA,NA,5,2006,128500
721,NA,6563,1Fam,8,1985,1985,PConc,1742,GasA,TA,Y,1742,0,1742,2,0,2,1,Gd,5,1,TA,1985,2,564,TA,NA,12,2006,275000
722,NA,4426,TwnhsE,6,2004,2004,PConc,848,GasA,Ex,Y,848,0,848,1,0,1,1,Gd,3,0,NA,2004,2,420,TA,NA,5,2010,143000
723,70,8120,1Fam,4,1970,1970,CBlock,864,GasA,Ex,Y,864,0,864,1,0,3,1,TA,5,0,NA,1994,2,463,TA,NA,7,2009,124500
724,60,8172,1Fam,4,1954,1972,PConc,941,GasA,Ex,Y,997,473,1470,2,0,4,1,TA,7,0,NA,1958,1,548,TA,NA,5,2008,135000
725,86,13286,1Fam,9,2007,2008,PConc,1698,GasA,Ex,Y,1698,0,1698,2,0,3,1,Ex,8,1,Gd,2007,3,768,TA,NA,2,2009,320000
726,60,6960,1Fam,4,1970,1970,CBlock,864,GasA,TA,Y,864,0,864,1,0,3,1,Gd,5,0,NA,1989,2,660,TA,Shed,11,2009,120500
727,NA,21695,1Fam,6,1988,2007,CBlock,880,GasA,Ex,Y,1680,0,1680,2,0,3,1,Gd,5,1,Gd,1988,2,540,TA,NA,12,2009,222000
728,64,7314,1Fam,7,2007,2007,PConc,1232,GasA,Ex,Y,1232,0,1232,2,0,2,1,Gd,6,0,NA,2007,2,632,TA,NA,2,2009,194500
729,85,11475,Duplex,5,1958,1958,CBlock,1584,GasA,TA,Y,1776,0,1776,2,0,4,2,TA,9,0,NA,1968,3,888,TA,NA,7,2009,110000
730,52,6240,1Fam,4,1925,1950,CBlock,780,GasA,TA,Y,848,0,1208,1,0,2,1,TA,5,0,NA,1962,2,539,TA,NA,1,2009,103000
731,39,5389,TwnhsE,8,1995,1996,PConc,1595,GasA,Ex,Y,1616,0,1616,2,0,2,1,Gd,5,1,TA,1995,2,608,TA,NA,3,2010,236500
732,73,9590,1Fam,7,2003,2003,PConc,868,GasA,Ex,Y,1146,0,1146,2,0,3,1,Gd,6,1,Gd,2003,2,438,TA,NA,5,2007,187500
733,75,11404,1Fam,7,1998,1999,PConc,1153,GasA,Ex,Y,1153,878,2031,2,1,3,1,Gd,8,1,TA,1998,2,541,TA,NA,7,2008,222500
734,80,10000,1Fam,5,1961,1983,CBlock,864,GasA,Ex,Y,1144,0,1144,1,0,3,1,TA,6,1,TA,1961,1,264,TA,Shed,3,2009,131400
735,NA,8978,1Fam,5,1968,1968,PConc,948,GasA,TA,Y,948,0,948,1,0,3,1,TA,6,0,NA,1968,1,300,TA,NA,5,2007,108000
736,60,10800,1Fam,7,1914,1970,BrkTil,880,GasW,Fa,N,880,888,1768,1,1,2,1,TA,6,2,TA,1914,2,320,TA,NA,10,2006,163000
737,60,8544,Duplex,3,1950,1950,CBlock,0,GasA,Gd,N,1040,0,1040,2,0,2,2,TA,6,0,NA,1949,2,400,TA,NA,7,2006,93500
738,72,10463,1Fam,8,2005,2005,PConc,893,GasA,Ex,Y,901,900,1801,2,1,3,1,Gd,8,1,Gd,2005,3,800,TA,NA,6,2006,239900
739,60,10800,Duplex,5,1987,1988,CBlock,1200,GasA,TA,Y,1200,0,1200,3,0,3,1,TA,5,0,NA,NA,0,0,NA,NA,3,2009,179000
740,65,9313,1Fam,7,2004,2004,PConc,864,GasA,Ex,Y,864,864,1728,2,1,3,1,Gd,7,0,NA,2004,2,572,TA,NA,4,2009,190000
741,60,9600,1Fam,5,1910,2002,BrkTil,264,GasA,Ex,Y,768,664,1432,2,0,2,1,TA,7,0,NA,1910,2,360,TA,NA,5,2007,132000
742,65,6768,1Fam,6,1961,1996,CBlock,912,GasA,Gd,Y,912,0,912,1,0,3,1,Gd,5,0,NA,1962,1,288,TA,NA,5,2008,142000
743,65,8450,1Fam,7,2000,2001,PConc,1349,GasA,Ex,Y,1349,0,1349,2,0,3,1,TA,6,0,NA,2000,2,539,TA,NA,12,2007,179000
744,70,12886,1Fam,5,1963,1999,CBlock,520,GasA,Ex,Y,1464,0,1464,2,0,3,1,TA,6,1,TA,1997,2,480,TA,NA,10,2009,175000
745,41,5395,TwnhsE,8,1993,1993,PConc,1337,GasA,Gd,Y,1337,0,1337,2,0,2,1,Gd,5,1,TA,1993,2,462,TA,NA,10,2008,180000
746,NA,8963,1Fam,8,1976,1996,CBlock,1142,GasA,Ex,Y,1175,1540,2715,3,1,4,1,Gd,11,2,TA,1994,2,831,TA,NA,7,2008,299800
747,NA,8795,1Fam,7,2000,2000,PConc,952,GasA,Ex,Y,980,1276,2256,2,1,4,1,Gd,8,1,TA,2000,2,554,TA,NA,4,2009,236000
748,65,11700,1Fam,7,1880,2003,Stone,1240,GasW,TA,N,1320,1320,2640,1,1,4,1,Gd,8,1,Gd,1950,4,864,TA,NA,5,2009,265979
749,59,10593,1Fam,7,1996,1996,PConc,1720,GasA,Ex,Y,1720,0,1720,2,0,3,1,Gd,7,1,TA,1996,2,527,TA,NA,3,2010,260400
750,50,8405,1Fam,4,1945,1950,Slab,0,Wall,TA,N,1088,441,1529,2,0,4,1,TA,9,0,NA,1945,1,240,TA,NA,4,2009,98000
751,55,8800,1Fam,4,1910,2004,BrkTil,576,GasA,Gd,Y,792,348,1140,1,0,3,1,TA,7,0,NA,NA,0,0,NA,NA,6,2010,96500
752,NA,7750,1Fam,7,2003,2003,PConc,660,GasA,Ex,Y,660,660,1320,2,1,3,1,Gd,6,0,NA,2003,2,400,TA,NA,8,2007,162000
753,79,9236,1Fam,6,1997,1997,PConc,1479,GasA,Ex,Y,1494,0,1494,2,0,3,1,Gd,6,0,NA,1997,2,576,TA,NA,7,2006,217000
754,80,10240,1Fam,8,2005,2005,PConc,1030,GasA,Gd,Y,1038,1060,2098,2,1,3,1,Ex,8,1,Gd,2005,3,878,TA,NA,3,2006,275500
755,61,7930,1Fam,6,1969,2005,CBlock,1026,GasA,Gd,Y,1026,0,1026,1,0,3,1,Gd,5,0,NA,1969,2,440,TA,NA,7,2009,156000
756,34,3230,TwnhsE,6,1999,1999,PConc,729,GasA,Gd,Y,742,729,1471,2,1,3,1,TA,6,0,NA,1999,2,440,TA,NA,3,2009,172500
757,68,10769,1Fam,8,2007,2007,PConc,866,GasA,Ex,Y,866,902,1768,2,1,3,1,Gd,7,0,NA,2007,2,578,TA,NA,4,2009,212000
758,NA,11616,1Fam,6,1978,1978,CBlock,672,GasA,TA,Y,672,714,1386,2,1,3,1,TA,6,1,TA,1978,2,440,TA,NA,4,2010,158900
759,24,2280,Twnhs,7,1999,1999,PConc,744,GasA,Gd,Y,757,744,1501,2,1,3,1,TA,6,0,NA,1999,2,440,TA,NA,8,2008,179400
760,65,12257,1Fam,8,1995,1995,PConc,1318,GasA,Ex,Y,1328,1203,2531,2,1,4,1,Gd,9,1,TA,1995,3,752,TA,NA,11,2007,290000
761,70,9100,1Fam,6,1959,1959,CBlock,864,GasA,Ex,Y,864,0,864,1,0,2,1,TA,5,0,NA,2008,1,300,Ex,Shed,10,2009,127500
762,60,6911,1Fam,5,1924,1950,PConc,1145,GasA,TA,Y,1301,0,1301,1,0,2,1,Fa,5,0,NA,1965,2,440,TA,NA,10,2009,100000
763,72,8640,1Fam,7,2009,2009,PConc,756,GasA,Ex,Y,764,783,1547,2,1,3,1,Gd,7,0,NA,2009,2,614,TA,NA,6,2010,215200
764,82,9430,1Fam,8,1999,1999,PConc,1252,GasA,Ex,Y,1268,1097,2365,2,1,3,1,Gd,8,1,Gd,1999,3,856,TA,NA,7,2009,337000
765,30,9549,TwnhsE,8,1995,1996,PConc,1494,GasA,Ex,Y,1494,0,1494,1,1,2,1,Ex,6,1,Gd,1995,2,481,TA,NA,4,2006,270000
766,75,14587,1Fam,9,2008,2008,PConc,1498,GasA,Ex,Y,1506,0,1506,2,0,2,1,Ex,6,1,Gd,2008,2,592,TA,NA,8,2008,264132
767,80,10421,1Fam,7,1988,1988,CBlock,980,GasA,TA,Y,980,734,1714,2,1,3,1,TA,7,1,TA,1988,2,496,TA,Shed,3,2010,196500
768,75,12508,1Fam,6,1940,1985,CBlock,983,GasA,Ex,Y,983,767,1750,2,0,4,1,TA,7,0,NA,1989,1,423,TA,Shed,7,2008,160000
769,70,9100,1Fam,7,2004,2005,PConc,1860,GasA,Ex,Y,1836,0,1836,2,0,3,1,Gd,8,1,Gd,2004,2,484,TA,NA,10,2006,216837
770,47,53504,1Fam,8,2003,2003,PConc,1650,GasA,Ex,Y,1690,1589,3279,3,1,4,1,Ex,12,1,Gd,2003,3,841,TA,NA,6,2010,538000
771,NA,7252,1Fam,5,1982,1982,CBlock,858,GasA,TA,Y,858,0,858,1,0,2,1,TA,5,0,NA,1983,2,576,TA,NA,4,2009,134900
772,67,8877,1Fam,4,1951,1951,CBlock,836,GasA,TA,Y,1220,0,1220,1,0,2,1,TA,6,0,NA,1951,2,396,TA,NA,4,2006,102000
773,94,7819,1Fam,6,1976,1976,CBlock,1029,GasA,TA,Y,1117,0,1117,1,0,3,1,TA,6,1,TA,1976,2,672,TA,NA,3,2010,107000
774,70,10150,1Fam,5,1958,1958,CBlock,912,GasA,Ex,Y,912,0,912,1,0,2,1,TA,5,0,NA,1958,1,275,TA,NA,7,2007,114500
775,110,14226,1Fam,8,2006,2006,PConc,1935,GasA,Gd,Y,1973,0,1973,2,0,3,1,Gd,9,1,Gd,2006,3,895,TA,NA,7,2007,395000
776,32,4500,TwnhsE,6,1998,1998,PConc,1204,GasA,Ex,Y,1204,0,1204,2,0,2,1,TA,5,0,NA,1998,2,412,TA,NA,6,2009,162000
777,86,11210,1Fam,7,2005,2006,PConc,1614,GasA,Ex,Y,1614,0,1614,2,0,3,1,Gd,7,0,NA,2005,3,865,TA,NA,7,2006,221500
778,100,13350,1Fam,5,1974,1974,CBlock,864,GasA,TA,Y,894,0,894,1,0,3,1,TA,5,1,Fa,1974,2,440,TA,NA,6,2006,142500
779,60,8400,Duplex,5,1977,1977,Slab,0,GasA,TA,Y,2020,0,2020,2,0,4,2,TA,10,2,TA,1977,2,630,TA,NA,10,2007,144000
780,78,10530,Duplex,6,1977,1977,CBlock,975,GasA,TA,Y,1004,0,1004,1,0,2,1,TA,4,0,NA,1977,2,504,TA,NA,5,2006,135000
781,63,7875,1Fam,7,1995,1996,PConc,1237,GasA,Gd,Y,1253,0,1253,2,0,3,1,TA,6,1,TA,1995,2,402,TA,NA,6,2007,176000
782,65,7153,1Fam,6,1992,1992,PConc,761,GasA,Ex,Y,810,793,1603,2,1,3,1,Gd,7,0,NA,1992,2,484,TA,NA,7,2006,175900
783,67,16285,1Fam,7,2001,2002,PConc,1413,GasA,Ex,Y,1430,0,1430,2,0,3,1,Gd,6,0,NA,2001,2,605,TA,NA,6,2009,187100
784,NA,9101,1Fam,5,1978,1978,PConc,1097,GasA,Ex,Y,1110,0,1110,1,0,1,1,Gd,4,1,TA,1978,2,602,TA,NA,7,2009,165500
785,35,6300,1Fam,6,1914,2001,CBlock,742,GasA,Ex,Y,742,742,1484,2,0,3,1,TA,9,1,Gd,NA,0,0,NA,NA,6,2008,128000
786,NA,9790,1Fam,6,1967,1967,CBlock,1372,GasA,TA,Y,1342,0,1342,2,0,3,1,TA,7,1,Gd,1967,2,457,TA,NA,9,2009,161500
787,60,10800,1Fam,5,1915,1950,PConc,686,GasA,TA,Y,966,686,1652,2,0,4,1,TA,7,0,NA,1961,1,416,TA,Shed,6,2010,139000
788,76,10142,1Fam,7,2004,2004,PConc,956,GasA,Ex,Y,956,1128,2084,2,1,4,1,Gd,8,0,NA,2004,2,618,TA,NA,1,2010,233000
789,50,6000,1Fam,4,1954,2000,CBlock,901,GasA,Ex,Y,901,0,901,1,0,2,1,TA,4,0,NA,1954,1,281,Fa,NA,8,2008,107900
790,NA,12205,1Fam,6,1966,2007,CBlock,832,GasA,Gd,Y,976,1111,2087,2,1,5,1,Gd,9,0,NA,1966,2,444,TA,NA,7,2007,187500
791,43,3182,TwnhsE,7,2005,2006,PConc,1145,GasA,Ex,Y,1145,0,1145,2,0,2,1,Gd,5,1,Gd,2005,2,397,TA,NA,9,2009,160200
792,NA,11333,1Fam,6,1976,1976,PConc,1029,GasA,TA,Y,1062,0,1062,1,0,3,1,TA,5,2,TA,1976,2,539,TA,NA,5,2007,146800
793,92,9920,1Fam,7,1996,1997,PConc,1117,GasA,Ex,Y,1127,886,2013,2,1,3,1,TA,8,1,TA,1997,2,455,TA,NA,6,2007,269790
794,76,9158,1Fam,8,2007,2007,PConc,1496,GasA,Ex,Y,1496,0,1496,2,0,3,1,Gd,7,0,NA,2007,2,474,TA,NA,6,2007,225000
795,NA,10832,1Fam,7,1994,1996,PConc,712,GasA,Ex,Y,1086,809,1895,2,1,3,1,Gd,7,1,TA,1994,2,409,TA,Shed,10,2008,194500
796,70,8400,1Fam,6,1980,1981,CBlock,650,GasA,TA,Y,888,676,1564,2,1,3,1,TA,7,1,TA,1980,2,476,TA,NA,4,2010,171000
797,71,8197,1Fam,6,1977,1977,CBlock,660,GasA,Ex,Y,1285,0,1285,1,1,3,1,TA,7,1,TA,1977,2,528,TA,NA,4,2007,143500
798,57,7677,1Fam,5,1953,1953,CBlock,773,GasA,Gd,Y,773,0,773,1,0,2,1,TA,4,0,NA,1953,1,240,TA,NA,4,2008,110000
799,104,13518,1Fam,9,2008,2009,PConc,1926,GasA,Ex,Y,1966,1174,3140,3,1,4,1,Ex,11,2,Gd,2009,3,820,TA,NA,7,2009,485000
800,60,7200,1Fam,5,1937,1950,BrkTil,731,GasA,Ex,Y,981,787,1768,1,1,3,1,Gd,7,2,TA,1939,1,240,TA,NA,6,2007,175000
